Waiting for operation to complete...
Transcript: Henryk Sienkiewicz Bartek zwycięzca bohater mój nazywał się Bartek Słowik ale ponieważ miał zwyczaj wytrzeszczać oczy gdy do niego mówiono że to sąsiedzi nazwali go Bartek wyłupiaste ze słowikiem istot niemało miał wspólnego natomiast jego przymioty umysłowe i prawdziwie homeryczne naiwność zjednał rymu także przezwisko głupi Bartek to ostatnie było najpopularniejsze i zapewne Samo jedno tylko przejdzie do historii chociaż Bartek nosił jeszcze czwarte urzędowe ponieważ wyrazy człowiek i słowik nie przedstawiają dla ucha niemieckiego żadnej różnicy a Niemcy lubią imię cywilizacji przekładać barbarzyńskie słowiańskie nazwy najbardziej kulturny język czyta w swoim czasie przypisach wojskowych miała miejsce następujące rozmowa jak się nazywasz pytał Bartka oficer
Confidence: 0.8657289147377014
Word: Henryk, start_time: 0.0, end_time: 1.4
Word: tłumu, start_time: 477.9, end_time: 478.3
Word: już, start_time: 478.3, end_time: 478.5
Word: tworzą, start_time: 478.5, end_time: 478.8
Word: Czarnowąs, start_time: 478.8, end_time: 479.5
Transcript: masę która zbiera się w kwadraty prostokąty i poczyna poruszać się z tobą sprawnością i regularnością ruchów Marciny komenda siadać kwadraty i prostokąty przełamują się w środku wyciągają się wąskimi pasami kurwa gon oryginał w ich wnętrzu w Danii lokomotywa świszczy rzuca kłęby Siwego dymu teraz oddychac smok żoną spod siebie strumienie parlament kobiet dochodzi do najwyższego stopnia 1 zasłaniają oczy fartuchami inne wyciągają ręce ku wagon pukające głosy powtarzają imiona mężów i synów bądź zdrów Bartek woła znowu Magda a nie leci tam gdzie cię nie pomyślał nie chciałem Matka Boska Włącz zdrówko dla Boga chałupy pilnuj odzywa się Bartek korowód wagonów drewniane wozy stuknęło jedno drugie i ruszyły pa Pamiętaj że masz żonę i dziecko
Confidence: 0.8097826838493347
Word: masę, start_time: 479.9, end_time: 480.3
Word: która, start_time: 480.3, end_time: 480.8
Word: zbiera, start_time: 480.8, end_time: 481.1
Word: się, start_time: 481.1, end_time: 481.2
Word: w, start_time: 481.2, end_time: 481.3
Word: kwadraty, start_time: 481.3, end_time: 481.9
Word: prostokąty, start_time: 481.9, end_time: 482.1
Word: i, start_time: 482.1, end_time: 482.9
Word: poczyna, start_time: 482.9, end_time: 483.6
Word: poruszać, start_time: 483.6, end_time: 484.0
Word: się, start_time: 484.0, end_time: 484.1
Word: z, start_time: 484.1, end_time: 484.2
Word: tobą, start_time: 484.2, end_time: 484.5
Word: sprawnością, start_time: 484.5, end_time: 485.3
Word: i, start_time: 485.3, end_time: 485.5
Word: regularnością, start_time: 485.5, end_time: 486.8
Word: ruchów, start_time: 486.8, end_time: 487.2
Word: Marciny, start_time: 487.2, end_time: 488.0
Word: komenda, start_time: 488.0, end_time: 489.3
Word: siadać, start_time: 489.3, end_time: 490.2
Word: kwadraty, start_time: 490.2, end_time: 491.2
Word: i, start_time: 491.2, end_time: 491.2
Word: prostokąty, start_time: 491.2, end_time: 491.3
Word: przełamują, start_time: 491.3, end_time: 492.5
Word: się, start_time: 492.5, end_time: 492.7
Word: w, start_time: 492.7, end_time: 492.8
Word: środku, start_time: 492.8, end_time: 493.2
Word: wyciągają, start_time: 493.2, end_time: 494.5
Word: się, start_time: 494.5, end_time: 494.7
Word: wąskimi, start_time: 494.7, end_time: 495.1
Word: pasami, start_time: 495.1, end_time: 495.6
Word: kurwa, start_time: 495.6, end_time: 495.9
Word: gon, start_time: 495.9, end_time: 496.1
Word: oryginał, start_time: 496.1, end_time: 496.5
Word: w, start_time: 496.5, end_time: 497.2
Word: ich, start_time: 497.2, end_time: 498.0
Word: wnętrzu, start_time: 498.0, end_time: 498.1
Word: w, start_time: 498.1, end_time: 498.6
Word: Danii, start_time: 498.6, end_time: 499.6
Word: lokomotywa, start_time: 499.6, end_time: 500.1
Word: świszczy, start_time: 500.1, end_time: 500.5
Word: rzuca, start_time: 500.5, end_time: 500.9
Word: kłęby, start_time: 500.9, end_time: 501.3
Word: Siwego, start_time: 501.3, end_time: 501.6
Word: dymu, start_time: 501.6, end_time: 501.7
Word: teraz, start_time: 501.7, end_time: 502.6
Word: oddychac, start_time: 502.6, end_time: 503.1
Word: smok, start_time: 503.1, end_time: 503.6
Word: żoną, start_time: 503.6, end_time: 504.5
Word: spod, start_time: 504.5, end_time: 504.8
Word: siebie, start_time: 504.8, end_time: 505.1
Word: strumienie, start_time: 505.1, end_time: 505.5
Word: parlament, start_time: 505.5, end_time: 507.1
Word: kobiet, start_time: 507.1, end_time: 507.4
Word: dochodzi, start_time: 507.4, end_time: 508.3
Word: do, start_time: 508.3, end_time: 508.4
Word: najwyższego, start_time: 508.4, end_time: 509.2
Word: stopnia, start_time: 509.2, end_time: 509.5
Word: 1, start_time: 509.5, end_time: 510.8
Word: zasłaniają, start_time: 510.8, end_time: 511.3
Word: oczy, start_time: 511.3, end_time: 511.7
Word: fartuchami, start_time: 511.7, end_time: 512.2
Word: inne, start_time: 512.2, end_time: 512.7
Word: wyciągają, start_time: 512.7, end_time: 513.2
Word: ręce, start_time: 513.2, end_time: 513.5
Word: ku, start_time: 513.5, end_time: 513.7
Word: wagon, start_time: 513.7, end_time: 514.0
Word: pukające, start_time: 514.0, end_time: 515.3
Word: głosy, start_time: 515.3, end_time: 515.6
Word: powtarzają, start_time: 515.6, end_time: 516.1
Word: imiona, start_time: 516.1, end_time: 516.5
Word: mężów, start_time: 516.5, end_time: 517.0
Word: i, start_time: 517.0, end_time: 517.0
Word: synów, start_time: 517.0, end_time: 517.2
Word: bądź, start_time: 517.2, end_time: 518.5
Word: zdrów, start_time: 518.5, end_time: 518.8
Word: Bartek, start_time: 518.8, end_time: 519.5
Word: woła, start_time: 519.5, end_time: 520.1
Word: znowu, start_time: 520.1, end_time: 520.5
Word: Magda, start_time: 520.5, end_time: 520.8
Word: a, start_time: 520.8, end_time: 520.9
Word: nie, start_time: 520.9, end_time: 521.4
Word: leci, start_time: 521.4, end_time: 521.7
Word: tam, start_time: 521.7, end_time: 521.9
Word: gdzie, start_time: 521.9, end_time: 522.4
Word: cię, start_time: 522.4, end_time: 522.5
Word: nie, start_time: 522.5, end_time: 522.6
Word: pomyślał, start_time: 522.6, end_time: 523.1
Word: nie, start_time: 523.1, end_time: 523.5
Word: chciałem, start_time: 523.5, end_time: 523.8
Word: Matka, start_time: 523.8, end_time: 524.2
Word: Boska, start_time: 524.2, end_time: 524.6
Word: Włącz, start_time: 524.6, end_time: 525.1
Word: zdrówko, start_time: 525.1, end_time: 526.0
Word: dla, start_time: 526.0, end_time: 526.3
Word: Boga, start_time: 526.3, end_time: 526.8
Word: chałupy, start_time: 526.8, end_time: 528.2
Word: pilnuj, start_time: 528.2, end_time: 528.8
Word: odzywa, start_time: 528.8, end_time: 529.6
Word: się, start_time: 529.6, end_time: 529.7
Word: Bartek, start_time: 529.7, end_time: 530.0
Word: korowód, start_time: 530.0, end_time: 531.2
Word: wagonów, start_time: 531.2, end_time: 531.5
Word: drewniane, start_time: 531.5, end_time: 532.0
Word: wozy, start_time: 532.0, end_time: 532.7
Word: stuknęło, start_time: 532.7, end_time: 533.4
Word: jedno, start_time: 533.4, end_time: 533.7
Word: drugie, start_time: 533.7, end_time: 534.2
Word: i, start_time: 534.2, end_time: 534.3
Word: ruszyły, start_time: 534.3, end_time: 535.4
Word: pa, start_time: 535.4, end_time: 536.9
Word: Pamiętaj, start_time: 536.9, end_time: 537.5
Word: że, start_time: 537.5, end_time: 537.8
Word: masz, start_time: 537.8, end_time: 537.9
Word: żonę, start_time: 537.9, end_time: 538.4
Word: i, start_time: 538.4, end_time: 538.5
Word: dziecko, start_time: 538.5, end_time: 539.0
Transcript: Magda drebszok za pociągiem w imię Ojca i Syna i Ducha Świętego pod zdrowych pociąg porusza się coraz prędzej wioząc wojowników z pogłębi nas obydwóch krzywd w niedoli i mizerowa
Confidence: 0.949895441532135
Word: Magda, start_time: 539.8, end_time: 540.3
Word: drebszok, start_time: 540.3, end_time: 541.1
Word: za, start_time: 541.1, end_time: 541.7
Word: pociągiem, start_time: 541.7, end_time: 542.1
Word: w, start_time: 542.1, end_time: 542.6
Word: imię, start_time: 542.6, end_time: 543.6
Word: Ojca, start_time: 543.6, end_time: 543.8
Word: i, start_time: 543.8, end_time: 544.0
Word: Syna, start_time: 544.0, end_time: 544.2
Word: i, start_time: 544.2, end_time: 544.5
Word: Ducha, start_time: 544.5, end_time: 544.7
Word: Świętego, start_time: 544.7, end_time: 545.2
Word: pod, start_time: 545.2, end_time: 546.1
Word: zdrowych, start_time: 546.1, end_time: 547.0
Word: pociąg, start_time: 547.0, end_time: 548.0
Word: porusza, start_time: 548.0, end_time: 548.8
Word: się, start_time: 548.8, end_time: 549.0
Word: coraz, start_time: 549.0, end_time: 549.1
Word: prędzej, start_time: 549.1, end_time: 549.7
Word: wioząc, start_time: 549.7, end_time: 551.1
Word: wojowników, start_time: 551.1, end_time: 551.7
Word: z, start_time: 551.7, end_time: 551.7
Word: pogłębi, start_time: 551.7, end_time: 552.2
Word: nas, start_time: 552.2, end_time: 552.5
Word: obydwóch, start_time: 552.5, end_time: 553.1
Word: krzywd, start_time: 553.1, end_time: 553.8
Word: w, start_time: 553.8, end_time: 553.9
Word: niedoli, start_time: 553.9, end_time: 554.5
Word: i, start_time: 554.5, end_time: 554.7
Word: mizerowa, start_time: 554.7, end_time: 556.0
