pies	/ˈpʲjɛs/
obiekt	[ˈobjɛkt]
alkoholowy	[alkɔxɔˈlɔvɨ]
bohater	[bɔˈxat̪ɛr]
lubić	/ˈlubʲit͡ɕ/
wampir	/ˈvampir/
Bahamy	/baˈxamɨ/
Bahrajn	/ˈbaxrajn/
Komory	/kɔˈmɔrɨ/
aksjomat	/aksˈjɔmat/
polityk	[pɔˈlʲit̪ɨk]
mejl	/mɛjl/
szminka	/ˈʂmin.ka/
mydło	[ˈmɨdwɔ]
Dominika	/dɔmiˈɲika/
Nikaragua	/ɲikaˈraɡua/
arbuz	[ˈarbus̪]
bagnet	[ˈbaɡnɛt]
rozwód	[ˈrɔzvut]
roztwór	[ˈrɔstfur]
leniwy	/lɛˈɲivɨ/
rozgwiazda	[rɔzˈɡvjazda]
patyna	[paˈtɨna]
chciwość	/ˈxt͡ɕivɔɕt͡ɕ/
wołacz	[ˈvɔwaʈ͡ʂ]
anglista	/aŋɡˈlis.ta/
Tajlandia	/t̪ajˈlan̪d̪ja/
zapominać	[zapɔˈminat͡ɕ]
słonecznik	[swɔˈnɛt͡ʂɲik]
wiadomość	[vʲjaˈd̪ɔ̃mɔɕt͡ɕ]
algorytm	/alˈɡɔɾɨtm/
konewka	[kɔˈnɛfka]
feminizm	/fɛˈmiɲizm/
błoto	[ˈbwɔtɔ]
rewolucja	[rɛvɔˈlut͡sja]
obietnica	[ɔbjɛtˈɲit͡sa]
obiecać	[ɔˈbjɛt͡sat͡ɕ]
rewolwer	[rɛˈvɔlvɛr]
śledź	/ɕlɛt͡ɕ/
kocioł	[ˈkɔt͡ɕɔw]
sumienie	[suˈmʲɛɲɛ]
Szwed	/ʂfɛt̪/
antologia	[ãn̪t̪ɔˈlɔɟja]
kac	[kat͡s]
szkło	/ʂkwɔ/
krew	[krɛf]
ludzie	[ˈlud͡ʑɛ]
nawet	/ˈnavɛt/
kolanowy	/kɔlaˈn̪ɔvɨ/
piasek	/ˈpʲjäsɛk/
kijanka	/kiˈjanka/
namiot	[ˈnamʲɔt]
kolorowy	/kɔlɔˈrɔvɨ/
żółtawy	/ʐuwˈtavɨ/
kamień	[ˈkãmʲjẽɲ]
skała	[ˈskawa]
inkunabuł	/inkunabuw/
tym	[t̪ɨ̃m]
miał	[mʲjaw]
było	/ˈbɨwɔ/
wieś	/ˈvʲɛɕ/
tłumaczenie	[t̪wũmaˈt͡ʂɛ̃ɲɛ]
lakmus	/ˈlakmus/
kochać	/ˈkɔxat͡ɕ/
Rosja	/ˈrɔsja/
Mołdawia	/mɔwˈdavja/
dziura	[ˈd͡ʑura]
otwór	[ˈɔtfur]
kwota	/ˈkfɔta/
Dorota	/d̪ɔˈrɔt̪a/
węgorz	[ˈvɛ̃ŋɡɔʂ]
czwarty	/ˈt͡ʂfartɨ/
piąty	[ˈpʲjɔ̃ntɨ]
szósty	[ˈʂustɨ]
siódmy	/ˈɕudmɨ/
ósmy	/ˈusmɨ/
dziewiąty	[d͡ʑɛˈvʲjɔ̃ntɨ]
dziesiąty	[d͡ʑɛˈɕɔ̃ntɨ]
jedenasty	[jɛdɛˈnastɨ]
dwunasty	[dvuˈnastɨ]
trzynasty	/t.ʂɨˈnastɨ/
czternasty	/t͡ʂtɛrˈnastɨ/
piętnasty	[pʲjɛtˈnastɨ]
szesnasty	/ʂɛsˈnastɨ/
siedemnasty	[ˌɕɛdɛmˈnastɨ]
osiemnasty	[ɔɕɛmˈnastɨ]
dziewiętnasty	[d͡ʑɛvʲjɛtˈnastɨ]
dwudziesty	[dvuˈd͡ʑɛstɨ]
trzydziesty	/t.ʂɨˈd͡ʑɛstɨ/
czterdziesty	/t͡ʂtɛrˈd͡ʑɛstɨ/
pięćdziesiąty	/pjɛɲd͡ʑɛˈɕɔntɨ/
sześćdziesiąty	/ʂɛʑd͡ʑɛˈɕɔntɨ/
siedemdziesiąty	/ɕɛdɛmd͡ʑɛˈɕɔntɨ/
osiemdziesiąty	/ɔɕɛmd͡ʑɛˈɕɔntɨ/
dziewięćdziesiąty	/d͡ʑɛvjɛɲd͡ʑɛˈɕɔntɨ/
setny	/ˈsɛtnɨ/
tysięczny	/tɨˈɕɛnt͡ʂnɨ/
milionowy	[mʲilʲjɔˈnɔvɨ]
gęś	[ˈɡɛ̃ɕ]
pornograf	[pɔrˈn̪ɔɡraf]
znaczyć	[ˈznat͡ʂɨt͡ɕ]
różny	[ˈruʐnɨ]
inny	/ˈin̪n̪ɨ/
inny	[ˈĩn̪n̪ɘ̟]
jądro	[ˈjɔ̃n̪d̪rɔ]
osioł	[ˈɔɕɔw]
życie	[ˈʐɨt͡ɕɛ]
iść	[iɕt͡ɕ]
chodzić	[ˈxɔd͡ʑit͡ɕ]
ogród	[ˈɔɡrut̪]
przysłówek	/pʂɨˈswuvɛk/
żyć	[ʐɨt͡ɕ]
mieszkać	[ˈmʲɛʂkat͡ɕ]
żagiel	/ˈʐaɟɛl/
Duńczyk	[ˈd̪ũĩ̯nt͡ʂɨk]
Dunka	/ˈd̪un̪ka/
adwokat	[ad̪ˈvɔkat̪]
morela	/mɔˈrɛla/
Ameryka	[aˈmɛrɨka]
kierowca	/cɛˈrɔft͡sa/
sterownik	[stɛˈrɔvɲik]
reszta	[ˈrɛʂta]
palacz	[ˈpalat͡ʂ]
skok	[s̪kɔk]
prowansalski	/prɔvanˈsalski/
kelner	[ˈkɛln̪ɛr]
więzienie	[vʲjẽĩ̯ˈʑẽɲɛ]
chwast	[xfast]
burdel	[ˈburd̪ɛl]
Bóg	[buk]
wiele	/ˈvʲɛlɛ/
organizm	[ɔrˈɡãɲis̪m̥]
Katarzyna	/kat̪aˈʐɨn̪a/
kuzyn	[ˈkuzɨn]
nadgarstek	/nadˈɡarstɛk/
krzesło	[ˈkʂɛs̪wɔ]
dotyk	[ˈdɔtɨk]
płakać	[ˈpwakat͡ɕ]
zdanie	[ˈzdaɲɛ]
sześcian	[ˈʂɛɕt͡ɕan]
butelka	[buˈt̪ɛlka]
biedny	[ˈbʲjɛd̪n̪ɨ]
posiłek	[pɔˈɕiwɛk]
szach	[ʂax]
pytanie	/pɨˈtaɲɛ/
weterynarz	/vɛtɛˈrɨnaʂ/
naród	[ˈnarut]
walka	[ˈvalka]
cierpieć	[ˈt͡ɕɛrpʲɛt͡ɕ]
kosmopolita	[kɔsmɔpɔˈlita]
Krym	/krɨm/
Norweg	[ˈnɔrvɛk]
kontynent	[kɔnˈtɨnɛnt]
możliwy	[mɔˈʐlʲivɨ]
bumerang	[bũˈmɛrãŋk]
gramatyka	[ɡraˈmatɨka]
komórka	/kɔˈmurka/
wątroba	/vɔn̪ˈt̪rɔba/
blisko	/ˈbliskɔ/
wirtualny	/virt̪uˈaln̪ɨ/
Henryk	/ˈxɛn̪rɨk/
widły	[ˈvidwɨ]
rozwidlenie	[rɔzviˈdlɛɲɛ]
kapelusz	[kaˈpɛluʂ]
aspekt	/ˈaspɛkt/
Chińska Republika Ludowa	[ˈçiɲska rɛpuˈblʲika luˈdɔva]
picie	[ˈpʲit͡ɕɛ]
ciocia	[ˈt͡ɕɔt͡ɕa]
kuzynka	[kuˈzɨnka]
teść	[tɛɕt͡ɕ]
anioł	/ˈaɲɔw/
dzwon	/d͡zvɔn̪/
przysięgać	[pʂɨˈɕɛŋɡat͡ɕ]
perski	[ˈpɛrs̪ʲkʲi]
gazeta	[ɡaˈz̪ɛt̪a]
krzyżówka	/kʂɨˈʐufka/
taczka	[ˈtat͡ʂka]
gąsienica	[ɡɔ̃ĩ̯ɕɛ̃ˈɲit͡s̪a]
zupa	/ˈzupa/
strażak	/ˈstraʐak/
urząd	[ˈuʐɔnt]
taniec	[ˈtaɲɛt͡s]
gracz	[ɡrat͡ʂ]
pragnienie	/praˈɡɲɛɲɛ/
wulkan	[ˈvulkãn̪]
klej	[klɛj]
początek	[pɔˈt͡ʂɔ̃tɛk]
księgarnia	[kʲɕɛ̃ŋˈɡarʲɲa]
małżeństwo	[mawˈʐɛ̃ĩ̯s̪t̪fɔ]
dziecko	[ˈd͡ʑɛt͡skɔ]
macocha	[maˈt͡sɔxa]
pasierb	[ˈpaɕɛrp]
pasierbica	[paɕɛrˈbit͡sa]
ojczym	[ˈɔjt͡ʂɨm]
dużo	/ˈduʐɔ/
robak	[ˈrɔbak]
trawa	/ˈtrava/
skóra	[ˈs̪kura]
mięso	[ˈmʲjɛ̃(w̃)s̪ɔ]
tłuszcz	[twuʂt͡ʂ]
róg	[ruk]
skrzydło	[ˈskʂɨ.dwɔ]
szyja	[ˈʂɨja]
księżyc	/ˈkʲɕɛw̃ʐɨt͡s/
rzeka	[ˈʐɛka]
ziemia	[ˈʑɛmja]
popiół	/ˈpɔpjuw/
jeśli	[ˈjɛɕli]
jeżeli	[jɛˈʐɛlʲi]
kynologia	[kɨ̃n̪ɔˈlɔɟja]
krocze	[krɔt͡ʂɛ]
później	[ˈpuʑɲɛ̝j]
pokazać	/pɔˈkazat͡ɕ/
Ryga	/ˈrɨɡa/
wielki	[ˈvʲjɛlʲci]
szeroki	/ʂɛˈrɔkʲi/
gruby	[ˈɡrubɨ]
mały	[ˈmawɨ]
krótki	/ˈkrut̪kʲi/
wąski	[ˈvɔ̃s̪ʲkʲi]
cienki	[t͡ɕɛ̃ŋʲkʲi]
wesz	[vɛʂ]
paznokieć	/pazˈnɔkʲɛt͡ɕ/
kolano	/kɔˈlan̪ɔ/
wnętrzności	[vnɛˈ̃t.ʂnɔɕt͡ɕi]
zamarzać	[zaˈmarzat͡ɕ]
gryźć	[ɡrɨɕt͡ɕ]
owad	[ˈɔvat]
szwagier	[ˈʂfaɡʲɛr]
szwagierka	[ʂfaˈɡʲɛrka]
jeremiada	[jɛrɛˈmjada]
motyl	[ˈmɔt̪ɨl]
nocny	[ˈn̪ɔt͡s̪n̪ɨ]
Beata	/bɛˈat̪a/
skoro	/ˈskɔrɔ/
daru	[ˈdaru]
półtora	[puwˈtɔra]
półtorej	[puwˈtɔrɛj]
pół	[puw]
ćwierć	[t͡ɕfʲjɛrt͡ɕ]
spodnie	/ˈspɔdɲɛ/
światło	/ˈɕfʲjatwɔ/
miejsce	[ˈmjejst͡sɛ]
informacja	[infɔrˈmat͡sja]
zmiana	[ˈzmjana]
środek	[ˈɕrɔdɛk]
działanie	[ˈd͡ʑaˈwaɲɛ]
istnieć	/ˈis̪t̪ɲɛt͡ɕ/
natomiast	[naˈtɔmjast]
przypadek	/pʂɨˈpadɛk/
przypadek	[pʂɘˈpäd̪ɛk]
stanowić	/staˈnɔvit͡ɕ/
czyli	[ˈt͡ʂɨli]
badanie	/baˈdaɲɛ/
ruch	[rux]
żaden	[ˈʐad̪ɛ̃n̪]
znaleźć	[ˈznalɛɕt͡ɕ]
dlatego	/dlaˈtɛɡɔ/
więcej	[ˈvʲjɛ̃n̪t͡s̪ɛj]
ogół	[ˈɔɡuw]
zrobić	/ˈzrɔbʲit͡ɕ/
zacząć	/ˈzat͡ʂɔɲt͡ɕ/
lecz	[lɛt͡ʂ]
zajazd	[ˈzajast]
potem	/ˈpɔtɛm/
cosinus	[kɔˈsinus]
Śląsk	[ɕlɔ̃sk]
śląski	/ˈɕlõski/
śląski	[ˈɕlɔ̃s̪kʲi]
głównie	/ˈɡwuvɲɛ/
sytuacja	[sɨtuˈat͡sja]
warunek	[vaˈrunɛk]
własny	[ˈvwas̪n̪ɨ]
społeczny	[s̪pɔˈwɛt͡ʂn̪ɨ]
rzadko	[ˈʐat̪kɔ]
sitko	[ˈɕitkɔ]
wybór	[ˈvɨbur]
wybory	[vɨˈbɔrɨ]
jerzyk	/ˈjɛʐɨk/
wróbel	[ˈvrubɛl]
dzięcioł	/ˈd͡ʑɛɲt͡ɕɔw/
bocian	[ˈbɔt͡ɕan]
gołąb	[ˈɡɔwɔmp]
szpak	[ʂpak]
kanarek	/kaˈnarɛk/
kukułka	[kuˈkuwka]
struś	[struɕ]
pingwin	[ˈpiŋɡvin]
jaskółka	[jaˈskuwka]
kopciuszek	[kɔpˈt͡ɕuʂɛk]
zięba	[ˈʑɛmba]
sójka	[ˈs̪ujka]
sroka	[ˈsrɔka]
górnołużycki	/ɡurn̪ɔwuˈʐɨt͡s̪kʲi/
dolnołużycki	[d̪ɔln̪ɔwuˈʐɨt͡s̪kʲi]
słoweński	[s̪wɔˈvɛ̃ĩ̯s̪ʲkʲi]
słowacki	/s̪wɔˈvat͡s̪kʲi/
chorwacki	/xɔrˈvat͡s̪kʲi/
serbski	[ˈs̪ɛrps̪ʲkʲi]
Agata	/aˈɡat̪a/
rozumiem	/rɔˈzumjɛm/
chcę	[xt͡s̪ɛ]
żyję	[ˈʐɨjɛ]
śpiewam	[ˈɕpjɛvam]
robię	[ˈrɔbjɛ]
strona	[ˈstrɔna]
żeby	/ˈʐɛbɨ/
niż	[ɲiʂ]
stać	[st̪at͡ɕ]
może	/ˈmɔʐɛ/
leń	[lɛɲ]
chłop	/xwɔp/
przymiotnik	/pʂɨʼmʲjɔt̪ɲik/
sposób	[ˈspɔsup]
spójnik	[ˈspujɲik]
odmiana	[odˈmja.na]
żeński	[ˈʐɛ̃ĩ̯s̪ʲci]
postać	/ˈpɔs̪t̪at͡ɕ/
przedimek	/pʂɛˈd̪imɛk/
okulary	[ɔkuˈlarɨ]
plecy	/ˈplɛt͡sɨ/
imieniny	[imjɛˈɲinɨ]
kręgle	[ˈkrɛ̃ŋɡlɛ]
majtki	/ˈmajtci/
urodziny	[urɔˈd͡ʑinɨ]
nosze	[ˈn̪ɔʂɛ]
nożyczki	[nɔˈʐɨt͡ʂki]
rajstopy	[rajˈstɔpɨ]
sanki	/ˈs̪an̪kʲi/
słodycze	[swɔˈdɨt͡ʂɛ]
walentynki	[valɛnˈtɨnki]
zjeść	[zjɛɕt͡ɕ]
drukarnia	[ˈdruˈkarɲa]
drukarz	[ˈdrukaʂ]
drukować	[druˈkɔvat͡ɕ]
głupia	/ˈɡwupja/
głupie	/ˈɡwupjɛ/
plutonu	[pluˈtɔnu]
listonosz	/lis̪ˈt̪ɔn̪ɔʂ/
poczta	[ˈpɔt͡ʂta]
koktajl	[ˈkɔktajl]
mniejszość	[ˈmɲɛjʂɔɕt͡ɕ]
większość	[ˈvʲjɛ̃ŋkʂɔɕt͡ɕ]
dudy	/ˈdudɨ/
pojutrze	[pɔˈjut.ʂɛ]
przedwczoraj	/pʂɛtˈft͡ʂɔraj/
kuchnia	[ˈkuxɲa]
kuchenka	[kuˈxɛnka]
łazienka	[waˈʑɛnka]
piwnica	[piˈvɲit͡sa]
sypialnia	[sɨˈpjalɲa]
pralka	[ˈpralka]
lodówka	[lɔˈduf.ka]
suszarka	[suˈʂarka]
statek	[ˈstatɛk]
Kosowo	[kɔˈsɔvɔ]
Kosowianin	[kɔˈsɔwjaɲin]
kosowski	/kɔˈs̪ɔfs̪kʲi/
kalendarz	/kaˈlɛn.daʂ/
polszczyzna	[pɔlˈʂt͡ʂɨzna]
daktyl	[ˈd̪akt̪ɨl]
sód	[sut]
jedzenie	[jɛˈd͡zɛɲɛ]
Salwador	/salˈvadɔr/
następny	[n̪aˈs̪t̪ɛ̃mpn̪ɨ]
Japonka	[jaˈpɔnka]
japoński	[jaˈpɔ̃ĩ̯s̪ʲkʲi]
czerwień	[ˈt͡ʂɛrvjɛɲ]
Włoszka	[ˈvwɔʂka]
alfabety	/alfaˈbɛtɨ/
kwadrat	[ˈkfad̪rat̪]
kwadratowy	[kfadraˈtɔvɨ]
trapez	[ˈt̪rapɛs̪]
zbyt	[zbɨt]
wyłączyć	[vɨˈwɔnt͡ʂɨt͡ɕ]
plotka	[ˈplɔtka]
łańcuch	[ˈwaɲt͡sux]
sieć	[ɕɛt͡ɕ]
musztarda	[muʂˈtarda]
Rzym	/ʐɨm/
Poznań	/ˈpɔz̪n̪aɲ/
Pekin	/ˈpɛkʲin̪/
Lublin	/ˈlublin̪/
Lizbona	[liˈzbɔna]
środowisko	[ɕrɔdɔˈviskɔ]
niedźwiedzica	[ɲɛd͡ʑvʲjɛˈd͡ʑit͡sa]
ludzki	[ˈlut͡s̪kʲi]
walczyć	[ˈvalt͡ʂɨt͡ɕ]
eufemizm	[ɛwˈfɛ̃mʲis̪m̥]
przestępca	[pʂɛsˈtɛmpt͡sa]
idealny	/idɛˈalnɨ/
koszula	[kɔˈʂula]
substancja	[supˈstant͡sja]
guzik	[ˈɡuʑik]
piłka	[ˈpiwka]
kłębek	[ˈkwɛmbɛk]
jajo	/ˈjajɔ/
magnes	[ˈmaɡnɛs]
klawisz	[ˈklaviʂ]
nosorożec	[nɔsɔˈrɔʐɛt͡s]
brzoskwinia	/bʐɔsˈkfiɲa/
onanizm	[ɔˈnaɲizm]
gruszka	[ˈɡruʂka]
szczęśliwy	/ʂt͡ʂɛ̃ɕˈlivɨ/
szczęśliwy	/ʂt͡ʂɛw̃ɕˈlivɨ/
szczęśliwy	/ʂt͡ʂɛnɕˈlivɨ/
wierzyć	/ˈvʲɛʐɨt͡ɕ/
tamten	/ˈtamtɛn/
plik	[plʲik]
pomagać	/pɔˈmaɡat͡ɕ/
kopnięcie	/kɔpˈɲɛɲt͡ɕɛ/
naturalny	[natuˈralnɨ]
codziennie	[t͡sɔˈd͡ʑɛnɲɛ]
świt	[ɕfit]
gawron	[ˈɡavrɔn]
papieros	/paˈpjɛrɔs/
ameryk	[aˈmɛrɨk]
płeć	[pwɛt͡ɕ]
Chorwacja	[xɔrˈvat͡sja]
Słowenia	/s̪wɔˈvɛɲja/
Łotwa	[ˈwɔtfa]
funkcja	[ˈfuŋk.t͡sja]
należeć	[n̪aˈlɛʐɛt͡ɕ]
również	[ˈruvɲɛʂ]
sprawa	/ˈsprava/
dać	[d̪at͡ɕ]
Budapeszt	[buˈd̪apɛʂt̪]
właśnie	[ˈvwaɕɲɛ]
płaszczyzna	/pwaʂˈt͡ʂɨzna/
strzałka	[ˈst.ʂawka]
dziwny	[ˈd͡ʑivn̪ɨ]
pocałunek	[pɔt͡saˈwunɛk]
prostokąt	/prɔˈs̪t̪ɔkɔn̪t̪/
ezoteryczny	[ɛzɔtɛˈrɨt͡ʂnɨ]
macierz	[ˈmat͡ɕɛʂ]
powódź	[ˈpɔvut͡ɕ]
wykrzyknik	[vɨˈkʂɨkɲik]
gość	[ɡɔɕt͡ɕ]
pięciokąt	/pjɛɲˈt͡ɕɔkɔn̪t̪/
płuco	[ˈpwut͡sɔ]
jedyny	/jɛˈdɨnɨ/
czoło	[ˈt͡ʂɔwɔ]
Tomasz	/ˈt̪ɔmaʂ/
arcybiskup	[art͡sɨˈbiskup]
równanie	/ruvˈnaɲɛ/
sportowiec	/spɔrˈtɔvjɛt͡s/
soja	[ˈsɔja]
jarzmo	/ˈjaʐmɔ/
dentysta	/dɛnˈtɨsta/
czary	[ˈt͡ʂarɨ]
boru	/ˈbɔru/
otyłość	[ɔˈtɨwɔɕt͡ɕ]
krach	/ˈkrax/
śpiwór	[ˈɕpivur]
pietruszka	[pjɛˈtruʂka]
jabłoń	/ˈjabwɔɲ/
mrowisko	[mrɔˈviskɔ]
statuetka	[statuˈɛtka]
budować	[buˈdɔvat͡ɕ]
randka	[ˈrantka]
sznurek	[ˈʂnurɛk]
walizka	[vaˈlʲis̪ka]
pieniądze	[pʲjẽˈɲɔ̃n̪d͡zɛ]
pieniądze	[pʲĩˈɲɔ̃n̪d͡zɛ]
gdy	[ɡdɨ]
jakiś	[ˈjaciɕ]
też	[tɛʂ]
zostać	/ˈzɔstat͡ɕ/
Gujana	/ɡuˈjana/
darmsztadt	/ˈdarmʂtat/
obowiązek	[ɔbɔˈvjɔnzɛk]
cło	[t͡swɔ]
bitwa	/ˈbitfa/
Krzysztof	[ˈkʂɨʂt̪ɔf]
kanał	/ˈkan̪aw/
złotnik	[ˈz̪wɔt̪ʲɲik]
spojówka	/spɔˈjufka/
ablacja	/aˈblat͡s̪ja/
opieka	[ɔˈpʲɛka]
młodość	/ˈmwɔdɔɕt͡ɕ/
jagnię	[ˈjaɡʲɲɛ]
śmiech	/ˈɕmjɛx/
uśmiech	[ˈuɕmjɛx]
czapla	[ˈt͡ʂapla]
ślimak	/ˈɕlimak/
Alpy	[ˈalpɨ]
Tatry	[ˈtatrɨ]
Himalaje	[ximaˈlajɛ]
Pireneje	[pirɛˈnɛjɛ]
Karpaty	[karˈpatɨ]
Sudety	[suˈdɛtɨ]
pająk	[ˈpajɔ̃ŋk]
płaz	[pwas]
potwór	[ˈpɔtfur]
każda	[ˈkaʐd̪a]
każde	[ˈkaʐd̪ɛ]
żmija	[ˈʐmʲija]
ssak	/sːak/
trzmiel	[t.ʂmʲjɛl]
ważka	[ˈvaʂka]
świerszcz	[ɕfjɛrʂt͡ʂ]
szarańcza	[ʂaˈraɲt͡ʂa]
sardynka	[sarˈdɨnka]
latarka	/laˈtarka/
ławka	[ˈwafka]
krokodyl	/krɔˈkɔdɨl/
nowość	[ˈnɔvɔɕt͡ɕ]
puchacz	/ˈpuxat͡ɕ/
gej	[ɡɛj]
lesbijka	[lɛzˈbij.ka]
dyrygent	[dɨˈrɨɡɛnt]
przewodnik	[pʂɛˈvɔdɲik]
dzielić	[ˈd͡ʑɛlʲit͡ɕ]
meczet	/ˈmɛt͡ʂɛt/
szacunek	[ʂaˈt͡sunɛk]
podeszwa	[pɔˈdɛʂfa]
Sardynia	[sarˈdɨɲa]
skrzypek	[ˈskʂɨpɛk]
poświęcenie	[pɔɕfʲɛnˈt͡sɛɲɛ]
piosenkarz	/pjɔˈsɛnkaʂ/
popielniczka	[pɔpʲɛlˈɲit͡ʂka]
prysznic	[ˈprɨʂɲit͡s]
obój	[ˈobuj]
odbudować	/ɔdbuˈdɔvat͡ɕ/
koliber	[kɔˈlʲibɛr]
sikora	[ɕiˈkɔra]
Lew	[lɛf]
kraść	/kraɕt͡ɕ/
próba	[ˈpruba]
krawat	[ˈkravat]
przedstawienie	/pʂɛtstaˈvjɛɲɛ/
łopata	[wɔˈpata]
koszykówka	/kɔʂɨˈkufka/
wielkość	[ˈvʲɛlkɔɕt͡ɕ]
szum	[ʂum]
konstytucja	[kɔnstɨˈtut͡sja]
kapłan	[ˈkapwan]
ksiądz	/kʲɕɔn̪t͡s̪/
kłamstwo	/ˈkwamstfɔ/
dekada	/dɛˈkada/
wojsko	[ˈvɔjskɔ]
przeszłość	/ˈpʂɛʂwɔɕt͡ɕ/
maszyna	/maˈʂɨna/
autonomiczny	/awt̪ɔn̪ɔˈmit͡ʂn̪ɨ/
oblicze	[ɔˈblit͡ʃɛ]
bekon	/ˈbɛkɔn̪/
świerk	/ɕfʲɛrk/
choinka	/xɔˈiŋkä/
komercjalizacja	[kɔmɛrt͡sjaliˈzat͡sja]
dekomercjalizacja	[dɛkɔmɛrt͡sjaliˈzat͡sja]
rdza	[ˈrd͡za]
misja	/ˈmisja/
aukcja	[ˈawkt͡sja]
animacja	[aɲiˈma.t͡sʲja]
inflacja	/inˈflat͡sja/
deflacja	[dɛˈflat͡sja]
kąt	/kɔn̪t̪/
informatyka	[infɔrˈmatɨka]
artykulacja	[artɨkuˈlat͡sja]
fonologia	[fɔnɔˈlɔɡʲa]
fonetyka	[fɔˈnɛtɨka]
lingwistyka	[liŋɡˈvistɨka]
językoznawstwo	/jɛ̃zɨkɔˈznafstfɔ/
optyka	[ˈɔptɨka]
optyka	[ɔpˈtɨka]
optyk	[ˈɔpt̪ɨk]
palatalizacja	[palataliˈzat͡sja]
depalatalizacja	[dɛpalataliˈzat͡sja]
dyspalatalizacja	[dɨspalataliˈzat͡sja]
Libia	[ˈlʲibʲa]
śmietana	/ɕmjɛˈt̪an̪a/
kardynał	[karˈdɨnaw]
siarka	[ˈɕarka]
restauracja	[rɛstawˈrat͡sja]
telewizja	[tɛlɛˈvizja]
przygoda	[pʂɨˈɡɔda]
świeca	[ˈɕfʲɛt͡sa]
żyrandol	[ʐɨˈrandɔl]
cipa	[ˈt͡ɕipa]
erudycja	[ɛruˈdɨt͡sja]
Erywań	[ɛˈrɨvaɲ]
nektar	[ˈnɛktar]
maść	[maɕt͡ɕ]
barwa	[ˈbarva]
dłuto	/ˈdwutɔ/
dół	/d̪uw/
materac	[maˈtɛrat͡s]
przystanek	[pʂɨˈstanɛk]
szyna	/ˈʂɨna/
szynka	[ˈʂɨnka]
pasażer	/paˈsaʐɛr/
motorniczy	/mɔtɔrˈɲit͡ʂɨ/
sejf	[sɛjf]
Owczarkowski	[ɔft͡ʂarˈkɔfski]
czasu	[ˈt͡ʂas̪u]
czasie	[ˈt͡ʂaɕɛ]
miedziana	[mʲɛˈd͡ʑana]
miedziane	[mʲɛˈd͡ʑanɛ]
naturalna	[natuˈralna]
naturalne	[natuˈralnɛ]
przygotowany	[pʂɨɡɔtɔˈvanɨ]
nowe	[ˈnɔvɛ]
otwarta	[ɔtˈfarta]
otwarte	[ɔtˈfartɛ]
zamknięty	/z̪amˈkʲɲɛn̪t̪ɨ/
zamknięta	[zamˈkɲɛnta]
zamknięte	[zamˈkɲɛntɛ]
nudny	/ˈnudnɨ/
nudna	[ˈnudna]
nudne	[ˈnudnɛ]
cały	[ˈt͡sawɨ]
cała	[ˈt͡sawa]
ciotka	[ˈt͡ɕɔt̪ka]
dolny	[ˈdɔlnɨ]
narzeczona	[naʐɛˈt͡ʂɔna]
narzeczony	[naʐɛˈt͡ʂɔnɨ]
powiat	[ˈpɔvʲjat̪]
wnuczka	/ˈvnut͡ʂka/
fiński	[ˈfʲĩĩ̯s̪ʲkʲi]
węgierski	[vɛ̃ŋˈɡʲɛrs̪ʲkʲi]
irlandzki	/irˈlan̪t͡s̪kʲi/
łotewski	/wɔˈt̪ɛfs̪kʲi/
szwedzki	/ˈʂfɛt͡s̪ci/
malować	/maˈlɔvat͡ɕ/
afrykański	[afrɨˈkãĩ̯s̪ʲkʲi]
azjatycki	/az̪jaˈt̪ɨt͡s̪kʲi/
Azja	/ˈaz̪ja/
australijski	[aws̪t̪raˈlʲijs̪ʲkʲi]
australijskie	/awstraˈlijskʲɛ/
europejski	/ɛwrɔˈpɛjs̪kʲi/
dolna	[ˈdɔlna]
dolne	[ˈdɔlnɛ]
górna	[ˈɡurna]
górne	[ˈɡurnɛ]
stacja	[ˈstat͡sja]
wybuch	[ˈvɨbux]
eksplozja	[ɛksˈplɔzja]
implozja	[imˈplɔzja]
lawina	/laˈvina/
wodny	[ˈvɔdnɨ]
podwodny	[pɔdˈvɔdnɨ]
podwodna	[pɔdˈvɔdna]
podwodne	[pɔdˈvɔdnɛ]
np.	[naˈpʂɨkwat]
arabski	[aˈraps̪ʲkʲi]
fajny	/ˈfajnɨ/
grzeczny	[ˈɡʐɛt͡ʂnɨ]
niegrzeczny	[ɲɛˈɡʐɛt͡ʂnɨ]
niegrzeczna	[ɲɛˈɡʐɛt͡ʂna]
niegrzeczne	[ɲɛˈɡʐɛt͡ʂnɛ]
niegrzeczni	[ɲɛˈɡʐɛt͡ʂɲi]
indoeuropejski	/in̪d̪ɔɛwrɔˈpɛjs̪kʲi/
praindoeuropejski	/praindɔewrɔˈpɛjski/
reportaż	[rɛˈpɔrtaʂ]
witraż	[ˈvitraʂ]
majonez	[maˈjɔ.nɛs]
fotel	[ˈfɔtɛl]
fontanna	[fɔnˈtanːa]
perfumy	[pɛrˈfumɨ]
kulon	[ˈkulɔn]
erotyczny	[ɛrɔˈtɨt͡ʂnɨ]
telefoniczny	[tɛlɛfɔˈɲit͡ʂnɨ]
specjalny	[spɛˈt͡sjalnɨ]
specjalna	[spɛˈt͡sjalna]
specjalne	[spɛˈt͡sjalnɛ]
szybki	[ˈʂɨpʲkʲi]
szybka	[ˈʂɨpka]
szybkie	[ˈʂɨpkʲɛ]
szybcy	/ˈʂɨpt͡sɨ/
sojusz	[ˈsɔjuʂ]
